,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,taste,vanilla,salt,sugar,sweetener,cocoa_butter,lecithin,company_continent,origin_continent,nutty,sweet,cocoa,roasty,creamy,earthy,sandy,fatty,floral,intense,spicy,sour,molasses,woody,vanilla_taste,sticky,fruit,smokey
1923,Soma,Canada,2016,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70.0,3.75,3,evolves black pepper to citrus,0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,Soma,Canada,2016,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0",75.0,3.75,3,"banana, nutty",0,0,1,0,1,0,NA,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1925,Soma,Canada,2016,Dominican republic,"Oko Caribe, Duarte P., Collab w Chocosol",62.0,3.5,3,"creamy, sweet, deep choco",0,0,1,0,1,0,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,Soma,Canada,2016,Madagascar,"Sambirano Valley, Black Science, B-60307.0",70.0,3.5,3,robust dark tropical fruit,0,0,1,0,1,0,NA,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,Soma,Canada,2016,Brazil,"Bahia Black, batch bra50722.1",70.0,3.5,3,"creamy, diluted, mild choco",0,0,1,0,1,0,NA,SA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,Soma,Canada,2016,Ecuador,"Camino Verde, Black S., batch cvu6030.0",70.0,3.25,3,"nutty, banana, harsh ending",0,0,1,0,1,0,NA,SA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1929,Soma,Canada,2017,Colombia,Arauca,70.0,4.0,3,"creamy, honey, marshmallow",0,0,1,0,1,0,NA,SA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,Soma,Canada,2017,Fiji,Fiji,70.0,3.25,3,"creamy, roasty, woody",0,0,1,0,1,0,NA,OC,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1931,Soma,Canada,2018,Madagascar,"Bejofo, Sambirano V., Akesson E.",70.0,4.0,3,"creamy, acidic, balanced",0,0,1,0,1,0,NA,AF,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1932,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm",70.0,4.0,3,"nutty, cocoa",0,0,1,0,1,0,NA,SA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens",70.0,3.0,3,"sweet edge, lemon, muted",0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1934,Somerville,United States,2014,United States,"Hawai'i Island, Big Island",70.0,3.5,2,"intense, tannic, choco, earthy",0,0,1,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1935,Somerville,United States,2014,Nicaragua,Nicaragua,70.0,3.25,2,"earthy, dried fruit, complex",0,0,1,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1936,Soul,Canada,2017,Madagascar,Madagascar,70.0,3.5,2,"tart, sour, basic",0,0,1,0,0,0,NA,AF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1937,Soul,Canada,2017,Venezuela,Venezuela,75.0,3.5,2,"dry, earthy, roasty",0,0,1,0,0,0,NA,SA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1938,Soul,Canada,2017,Tanzania,Tanzania,80.0,3.5,2,"sticky, mild fruit, brownie",0,0,1,0,0,0,NA,AF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1939,Soul,Canada,2017,Dominican republic,Dominican Republic,70.0,3.25,2,"few grits, sweet, cocoa",0,0,1,0,0,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Soul,Canada,2017,Ecuador,Ecuador,75.0,3.25,2,"dry, floral, earthy",0,0,1,0,0,0,NA,SA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1941,Soul,Canada,2017,Papua new guinea,Papua New Guinea,77.0,3.25,2,"sandy, smokey, fruit, sour",0,0,1,0,0,0,NA,OC,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1942,Spagnvola,United States,2012,Dominican republic,AgroCriso Plantation,75.0,3.25,4,"oily, floral",1,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1943,Spagnvola,United States,2012,Dominican republic,AgroCriso Plantation,70.0,3.0,4,"oily, floral, dairy",1,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1944,Spagnvola,United States,2012,Dominican republic,AgroCriso Plantation,80.0,3.0,4,"fatty, muted strawberry",1,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1945,Spencer,Australia,2014,Vanuatu,Malekula Island,72.0,2.75,3,"bready, sour milk, fatty",0,0,1,0,1,0,OC,OC,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1946,Spencer,Australia,2016,Ecuador,"Ecuador, lot E432314L",70.0,3.75,3,"floral, sandy",0,0,1,0,1,0,OC,SA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1947,Spencer,Australia,2016,Madagascar,"Madagascar, lot M0403R",70.0,3.75,3,"powdery, cherry, astringent",0,0,1,0,1,0,OC,AF,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1948,Spencer,Australia,2016,Dominican republic,"Dominican Republic, lot D82R",70.0,3.5,3,"spicy, chocolatey",0,0,1,0,1,0,OC,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1949,Spencer,United States,2017,Dominican republic,Dominican Republic,70.0,3.75,3,"sandy, robust, grapes, malt",0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1950,Spencer,United States,2017,Ecuador,Ecuador,70.0,3.5,3,"floral, astringent",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1951,Spencer,United States,2017,Peru,Peru,70.0,2.75,3,"floral, earthy, burnt rubber",0,0,1,0,1,0,NA,SA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1952,Sprungli (Felchlin),Switzerland,2013,Bolivia,Alto Beni,70.0,3.0,4,"fatty, mild fruit, off note",0,0,1,0,1,1,EU,SA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1953,SRSLY,United States,2013,Dominican republic,Dominican Republic,70.0,3.0,3,"unrefined, sweet, mild coffee",0,0,1,0,0,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,SRSLY,United States,2013,Dominican republic,Dominican Republic,84.0,2.25,3,"gritty, intense coffee, metallic",0,0,1,0,0,1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1955,Starchild,United States,2015,Ecuador,"Bolivar, Arriba",70.0,3.0,4,"coconut, mild vanilla",1,0,0,1,1,0,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1956,Starchild,United States,2015,Dominican republic,Hispaniola,70.0,3.0,4,"coconut, cocoa, few grits",1,0,0,1,1,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957,Starchild,United States,2015,Guatemala,Cacao Verapaz,70.0,3.0,4,"dried fruit, coconut, few grits",1,0,0,1,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1958,Starchild,United States,2015,Nicaragua,Rio Tuma,70.0,3.0,4,"brownie, few grits, sandy",1,0,0,1,1,0,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1959,Starchild,United States,2015,Madagascar,Sambirano Valley,70.0,3.0,4,"red fruit, coconut",1,0,0,1,1,0,NA,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1960,Stella (aka Bernrain),Switzerland,2011,India,India,72.0,3.25,4,"peanut butter, vanilla, artificial",1,0,1,0,1,0,EU,AS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1961,Stella (aka Bernrain),Switzerland,2012,Brazil,"Bahia, Agri-Forestal Plantation, 2010",68.0,2.75,4,"creamy, vanilla, moldy",1,0,1,0,1,0,EU,SA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1962,Stone Grindz,United States,2014,Ecuador,"Ecuador, Midnight Dark, batch 600414",84.0,3.5,3,"floral, hints of fruit",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,Stone Grindz,United States,2014,Ecuador,"Ecuador, Twilght Dark, batch 500414",70.0,3.5,3,"oily surface, floral, earthy",0,0,1,0,1,0,NA,SA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1964,Stone Grindz,United States,2017,Bolivia,"Wild Bolivia, batch 260",70.0,2.5,3,"fatty, rubber, off notes",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1965,StRita Supreme,United States,2012,Philippines,"Samar, East Visayas region",75.0,2.75,4,"bland, earthy",1,0,1,0,1,0,NA,AS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1966,StRita Supreme,United States,2012,Philippines,"Samar, East Visayas region",65.0,2.5,4,"vanilla, sweet",1,0,1,0,1,0,NA,AS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1967,StRita Supreme,United States,2012,Philippines,"Samar, East Visayas region",70.0,2.5,4,"dry, sweet, vanilla(n)",1,0,1,0,1,0,NA,AS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Sublime Origins,United States,2013,Belize,Moho Valley,78.0,3.25,2,"intense, rich, dark berry",0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1969,Sublime Origins,United States,2013,Madagascar,Sambirano,67.0,2.75,2,"molasses, sour, astringent",0,0,1,0,0,0,NA,AF,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1970,Summerbird,Denmark,2016,Peru,Peru,71.0,3.0,5,"powdery, vanilla, earthy",1,0,1,0,1,1,EU,SA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1971,Summerbird,Denmark,2016,Peru,Peru,61.0,2.5,5,"sandy, sweet, vanilla",1,0,1,0,1,1,EU,SA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1972,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,60.0,3.0,3,"sticky, sweet, nutty, roasty",0,0,1,0,1,0,SA,SA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1973,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,70.0,2.75,3,"sticy, nutty, roasty, off notes",0,0,1,0,1,0,SA,SA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Svenska Kakaobolaget,Sweden,2015,Sri lanka,Sri Lanka,70.0,2.75,2,"ham, sour, intense",0,0,1,0,0,0,EU,AS,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1975,Svenska Kakaobolaget,Sweden,2019,Tanzania,"Kokoa Kamili, 2017 harvest",74.0,2.75,2,"fruit, burnt, harsh",0,0,1,0,0,0,EU,AF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1976,Sweet Escalier,Japan,2018,Venezuela,Chuao,75.0,3.25,5,"acidic, cocoa, dried fruit",1,0,1,0,1,1,AS,SA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1977,Sweet Escalier,Japan,2018,Belize,Belize,70.0,3.0,5,"buttery, cheesy",1,0,1,0,1,1,AS,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,Sweet Escalier,Japan,2018,Brazil,"Amazonas, Wild Cacao",70.0,3.0,5,"cardboard, cheesy",1,0,1,0,1,1,AS,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Sweet Escalier,Japan,2018,Tanzania,Tanzania,75.0,2.75,3,"fatty, sour, off notes",0,0,1,0,1,0,AS,AF,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1980,Sweet Escalier,Japan,2018,Peru,San Martin,70.0,2.5,5,"pungent, molasses, sour",1,0,1,0,1,1,AS,SA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1981,Sweetness,Canada,2020,Peru,Ucayali,68.0,3.25,3,"burnt black licorice, intense",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1982,Sweetness,Canada,2020,Papua new guinea,Papua New Guinea,73.0,3.25,3,"savory lemon, ham",0,0,1,0,1,0,NA,OC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Sweetness,Canada,2020,Mexico,Tabasco,74.0,3.0,3,"dried fig, earthy, dirty",0,0,1,0,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1984,Szanto Tibor,Hungary,2011,Venezuela,Crudo,70.0,3.0,3,"rustic, sugar dominates",0,0,1,0,1,0,EU,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Szanto Tibor,Hungary,2012,Peru,"Ayacucho, ""El Guinacho""",70.0,3.75,3,"sweet, spicy",0,0,1,0,1,0,EU,SA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1986,Szanto Tibor,Hungary,2012,Dominican republic,Santo Domingo,70.0,3.25,3,"rustic, large unground pieces",0,0,1,0,1,0,EU,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,Szanto Tibor,Hungary,2012,Madagascar,Millot Plantation,70.0,3.25,3,"rustic, bright fruit",0,0,1,0,1,0,EU,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1988,Szanto Tibor,Hungary,2013,Madagascar,"Autumn, Primary Harvest, 2012",70.0,3.5,3,"light color, sandy, fruity",0,0,1,0,1,0,EU,AF,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1989,Szanto Tibor,Hungary,2013,Madagascar,"Spring, Secondary Harvest, 2012",70.0,3.5,3,"dark color, sandy, fruity",0,0,1,0,1,0,EU,AF,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1990,Szanto Tibor,Hungary,2013,Nicaragua,Cacao Blanco,70.0,3.25,3,"sour milk, hot cocoa",0,0,1,0,1,0,EU,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1991,Szanto Tibor,Hungary,2014,Cuba,Baracoa,70.0,3.75,3,"sandy, banana",0,0,1,0,1,0,EU,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1992,Szanto Tibor,Hungary,2014,Venezuela,Porcelana,70.0,3.5,3,"sandy, earthy, spice, nutty",0,0,1,0,1,0,EU,SA,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1993,Szanto Tibor,Hungary,2015,Ecuador,"Winak, Sumaco",70.0,3.75,3,"coarse, spicy cinnamon",0,0,1,0,1,0,EU,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Szanto Tibor,Hungary,2015,Brazil,"Fazenda Sempre Firme, Bahia",70.0,3.5,3,"rustic, earthy, tea",0,0,1,0,1,0,EU,SA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995,Szanto Tibor,Hungary,2015,Ecuador,Nacional,70.0,3.25,3,"sweet, brownie, sour",0,0,1,0,1,0,EU,SA,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1996,Szanto Tibor,Hungary,2015,Cuba,Baracoa,88.0,3.25,3,"rustic, spicy, earthy",0,0,1,0,1,0,EU,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1997,Szanto Tibor,Hungary,2015,Madagascar,Ambolikapiky,70.0,3.25,3,"sour orange, fatty",0,0,1,0,1,0,EU,AF,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1998,Szanto Tibor,Hungary,2015,Vietnam,"Ben Tre, Mekong Delta",70.0,3.25,3,"smokey, mild citrus",0,0,1,0,1,0,EU,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,Tabal,United States,2013,Peru,"Peru, batch 96",70.0,3.0,4,"vanilla, fatty, vegetal, mint",1,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2000,Tabal,United States,2013,Costa rica,"Costa Rica, batch 83",70.0,2.75,4,"licorice, dried fruit, burnt fuel",1,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,Tabal,United States,2013,Dominican republic,Dominican Republic,70.0,2.75,4,"oily, cardboard, sour",1,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2002,Tabal,United States,2013,Mexico,"Chiapas, Lacandon Jungle, batch 95",70.0,2.5,4,"vanilla, fuel, earthy",1,0,1,0,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2003,Tablette (aka Vanillabeans),Japan,2015,Papua new guinea,Papua,62.0,3.25,5,"creamy, smoke, ham",1,0,1,0,1,1,AS,OC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,Tablette (aka Vanillabeans),Japan,2015,Vietnam,Vietnam,60.0,3.25,5,"vanilla, butter, caramel",1,0,1,0,1,1,AS,AS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,Tablette (aka Vanillabeans),Japan,2015,Colombia,Colombia,70.0,3.0,5,"flat, smoke, marshmallow",1,0,1,0,1,1,AS,SA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,Tablette (aka Vanillabeans),Japan,2015,Trinidad and Tobago,Trinidad,77.0,2.75,4,"intense, grassy, smokey",0,0,1,0,1,1,AS,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2007,Tala,Vietnam,2019,Vietnam,Vietnam,75.0,3.0,3,"intense cocoa, fatty, sticky",0,0,1,0,1,0,AS,AS,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2008,Tala,Vietnam,2019,Vietnam,Vietnam,70.0,2.75,3,"cocoa, sweet, fatty, cardboard",0,0,1,0,1,0,AS,AS,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,Tan Ban Skrati,Suriname,2016,Suriname,"Paramaribo, batch 20160043-01",70.0,3.25,2,"earthy, floral, dry",0,0,1,0,0,0,SA,SA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2010,Taste Artisan,United States,2019,Peru,Piura,75.0,4.0,3,fig,0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,Taste Artisan,United States,2019,Peru,Amazonas,75.0,3.25,3,"blackberry, dirt, high roast",0,0,1,0,1,0,NA,SA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2012,Taste Artisan,United States,2019,Venezuela,"Chuao, batch 20170714C",75.0,3.0,4,"vanilla, fatty",1,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013,Taucherli,Switzerland,2019,Mexico,Mexico,70.0,3.25,3,"nutty, fruit, sour, floral",0,0,1,0,1,0,EU,NA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2014,Taucherli,Switzerland,2019,Nicaragua,Nicaragua,72.0,3.0,3,"nutty, off, roasty, fatty",0,0,1,0,1,0,EU,NA,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,Taza,United States,2007,Dominican republic,"Dark, Stone Ground",70.0,3.0,3,"sandy, sour banana, sweet",0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2016,Taza,United States,2009,Mexico,Chiapan,75.0,2.75,3,"rustic, sweet, earthy",0,0,1,0,1,0,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,Taza,United States,2011,Bolivia,Alto Beni,87.0,3.25,3,"grainy, blueberries, bitter",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,Taza,United States,2014,Belize,Belize,68.0,3.0,3,"coarse, watering, sweet",0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,TCHO,United States,2008,Madagascar,Citrus-beta,70.0,2.75,5,"dry, red berry, off note",1,0,1,0,1,1,NA,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,TCHO,United States,2008,Ghana,Chocolatey-beta,70.0,2.5,5,"gritty, sweet, swiss miss, vanilla",1,0,1,0,1,1,NA,AF,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2021,TCHO,United States,2008,Peru,Fruity-beta,70.0,2.5,5,"tangy, off, musty, sour",1,0,1,0,1,1,NA,SA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,TCHO,United States,2008,Peru,Nutty-beta,70.0,2.5,5,"dry, musty, flat",1,0,1,0,1,1,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,TCHO,United States,2009,Blend,TCHOPro 68,68.0,3.0,5,"nutty, candy-like",1,0,1,0,1,1,NA,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,TCHO,United States,2009,Blend,TCHOPro 60.5,60.0,2.75,5,"tea, sweet, astringent",1,0,1,0,1,1,NA,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,TCHO,United States,2016,Blend,West Africa,62.0,2.0,5,"strong vanilla, sweet, fatty",1,0,1,0,1,1,NA,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2026,Tejas,United States,2012,Dominican republic,Presidio,70.0,3.5,4,"molasses, caramel",1,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2027,Tejas,United States,2012,Brazil,"Bahia, Floresta Azul,Good Friends Reserve#3",70.0,3.5,3,"honey, pepper, charcoal",0,0,1,0,1,0,NA,SA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2028,Tejas,United States,2012,Ecuador,"La Bahia, w/ cane juice",70.0,3.25,4,"gritty, rum, molasses",1,0,1,0,1,0,NA,SA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2029,Tejas,United States,2012,Ecuador,"La Bahia, w/ cane sugar",70.0,3.25,3,"molasses, fruit, floral",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2030,Tejas,United States,2012,Mexico,Espada,70.0,3.25,3,"molasses, caramel",0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2031,Tejas,United States,2012,Bolivia,San Jose,67.0,3.25,3,"green apple, sweet",0,0,1,0,1,0,NA,SA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,Tejas,United States,2012,Blend,"Bayou Blend, Ecuador, Mad., PNG",70.0,3.0,4,"molasses, caramel, spice",1,0,1,0,1,0,NA,Unknown,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2033,Tejas,United States,2012,Papua new guinea,Aranama,70.0,3.0,4,"molasses, caramel, fruity",1,0,1,0,1,0,NA,OC,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2034,Tejas,United States,2012,Madagascar,Capistrano*,70.0,3.0,3,"sticky, caramel",0,0,1,0,1,0,NA,AF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2035,Tejas,United States,2012,Venezuela,Concepcion*,80.0,3.0,4,"earthy, savory, hammy",1,0,1,0,1,0,NA,SA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2036,Tejas,United States,2012,Madagascar,Concepcion,70.0,2.75,4,"molasses, off notes",1,0,1,0,1,0,NA,AF,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2037,Tejas,United States,2012,Bolivia,San Jose,70.0,2.75,3,"candy, peanut butter, caramel",0,0,1,0,1,0,NA,SA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,Tejas,United States,2012,Brazil,Espada,70.0,2.75,3,"flat, cardboard, metallic",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,Tejas,United States,2012,Peru,Capistrano,70.0,2.0,4,"perfume, chemical, soapy",1,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2040,Terroir,United States,2014,Madagascar,"Madagascar, batch 6-5-15",67.0,3.75,2,"sweet, rich, tannic, fruity",0,0,1,0,0,0,NA,AF,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2041,Terroir,United States,2014,Uganda,"Uganda, batch 6-3-15",73.0,3.75,2,"creamy, almond, butter",0,0,1,0,0,0,NA,AF,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,Terroir,United States,2014,Ecuador,"Ecuador, batch 6-5-15",77.0,3.25,2,"intense, mild coffee and rum",0,0,1,0,0,0,NA,SA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2043,Terroir,United States,2015,Belize,Belize,70.0,3.75,2,"nutty, raspberry, metallic",0,0,1,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2044,Terroir,United States,2015,Madagascar,Madagascar,70.0,3.75,2,"bright fruit, mild sour",0,0,1,0,0,0,NA,AF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2045,Terroir,United States,2015,Guatemala,Guatemala,70.0,3.75,3,"walnuts, cocoa, easy melt",0,0,1,0,1,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,Terroir,United States,2015,Dominican republic,Oko Caribe,70.0,3.5,3,"spicy, black pepper, bold",0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2047,Terroir,United States,2015,Ecuador,Ecuador,70.0,3.25,2,"floral, earthy, bourbon",0,0,1,0,0,0,NA,SA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2048,Terroir,United States,2015,Peru,Peru,70.0,2.75,2,"spicy, black pepper, intense",0,0,1,0,0,0,NA,SA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2049,Terroir,United States,2019,Bolivia,Alto Beni,77.0,3.25,3,"muted, roasted banana",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
