,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,taste,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,nutty,sweet,cocoa,roasty,creamy,earthy,sandy,fatty,floral,intense,spicy,sour,molasses,woody,vanilla_taste,sticky,fruit,smokey,company_continent,origin_continent
1900,967,Soma,Canada,3.2069444444444444,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",70.0,3.5,3,"smoke, tobacco, black pepper",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.205074235907952,3.086734693877551
1901,983,Soma,Canada,3.2069444444444444,Papua new guinea,Papua New Guinea,85.0,3.5,3,"mild smoke, fruit, mild burnt",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.205074235907952,3.223404255319149
1902,817,Soma,Canada,3.2069444444444444,Haiti,Noula Coop,70.0,3.25,3,"uneven, grassy, roasty",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1903,1077,Soma,Canada,3.2148876404494384,Blend,"Crazy 88, Guat., D.R., Peru, Mad., PNG",88.0,4.0,3,"pronounced berry, mild smoke",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.205074235907952,3.086734693877551
1904,1077,Soma,Canada,3.2148876404494384,Venezuela,"Maracaibo, El Vigia",70.0,4.0,3,"delicate, nutty, cocoa, dairy",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1905,1081,Soma,Canada,3.2148876404494384,Blend,"Equator, Peru, Dom. Rep",67.0,4.0,3,"roasted nuts, burnt brownie",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.086734693877551
1906,1177,Soma,Canada,3.2148876404494384,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch bh1",70.0,4.0,3,"floral, berry, clove",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1907,1019,Soma,Canada,3.2148876404494384,Dominican republic,"Rizek Cacao, batch DR 12",77.0,3.75,3,"smoke, burnt caramel, citrus",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.205074235907952,3.211668839634941
1908,1073,Soma,Canada,3.2148876404494384,Trinidad and Tobago,Sangre Grande P.,70.0,3.75,3,"creamy, brownie mix, roasty",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1909,1077,Soma,Canada,3.2148876404494384,Venezuela,Patanemo,70.0,3.75,3,"nutty, chocolate ice cream",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1910,1030,Soma,Canada,3.2148876404494384,Indonesia,Java,70.0,3.25,3,"creamy, smokey, some fruit",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.205074235907952,3.203216374269006
1911,1077,Soma,Canada,3.2148876404494384,Blend,Chef's Blend,70.0,3.25,3,"grassy, dairy, mild fatty",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.086734693877551
1912,1173,Soma,Canada,3.2148876404494384,Venezuela,"Orinoco, batch ORI 1",70.0,3.25,3,"creamy, nutty, roasty",1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1913,1073,Soma,Canada,3.2148876404494384,Peru,"Apurimac, El Quinacho Co-op",70.0,2.75,3,"creamy, medicinal, mild fruit",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1914,1259,Soma,Canada,3.197530864197531,Peru,Maranon Canyon,70.0,3.75,3,"creamy, sour orange",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1915,1307,Soma,Canada,3.197530864197531,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1",70.0,3.75,3,"creamy, smokey, rich cocoa",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.205074235907952,3.223404255319149
1916,1227,Soma,Canada,3.197530864197531,Nicaragua,"La Tronca, Matagalpa",70.0,3.5,3,"basic chocolate, accessible",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1917,1307,Soma,Canada,3.197530864197531,Ecuador,"Camino Verde P., Balao, Guayas",80.0,3.5,3,"robust, nutty, brownie",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1918,1307,Soma,Canada,3.197530864197531,Nicaragua,La Dalia,70.0,3.25,3,"spicy, woodsy",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.205074235907952,3.211668839634941
1919,1339,Soma,Canada,3.197530864197531,Blend,"Little Big Man, Madagascar & Ecuador",70.0,3.25,3,"tart, mild sour",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.086734693877551
1920,1594,Soma,Canada,3.24375,Venezuela,Porcelana,75.0,4.0,3,"balanced, nuts, strawberry",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1921,1594,Soma,Canada,3.24375,Venezuela,CSB Chama,70.0,3.5,3,"roasted nuts, dried fruit",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1922,1828,Soma,Canada,3.236046511627907,Vietnam,"Tien Giang, Black S., batch VIT60420.0",70.0,4.0,3,"creamy, honey, blackberry",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.203216374269006
1923,1828,Soma,Canada,3.236046511627907,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70.0,3.75,3,evolves black pepper to citrus,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1924,1828,Soma,Canada,3.236046511627907,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0",75.0,3.75,3,"banana, nutty",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.086734693877551
1925,1820,Soma,Canada,3.236046511627907,Dominican republic,"Oko Caribe, Duarte P., Collab w Chocosol",62.0,3.5,3,"creamy, sweet, deep choco",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1926,1820,Soma,Canada,3.236046511627907,Madagascar,"Sambirano Valley, Black Science, B-60307.0",70.0,3.5,3,robust dark tropical fruit,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
1927,1828,Soma,Canada,3.236046511627907,Brazil,"Bahia Black, batch bra50722.1",70.0,3.5,3,"creamy, diluted, mild choco",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1928,1832,Soma,Canada,3.236046511627907,Ecuador,"Camino Verde, Black S., batch cvu6030.0",70.0,3.25,3,"nutty, banana, harsh ending",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1929,2016,Soma,Canada,3.3627450980392157,Colombia,Arauca,70.0,4.0,3,"creamy, honey, marshmallow",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1930,2016,Soma,Canada,3.3627450980392157,Fiji,Fiji,70.0,3.25,3,"creamy, roasty, woody",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.205074235907952,3.223404255319149
1931,2242,Soma,Canada,3.1915555555555555,Madagascar,"Bejofo, Sambirano V., Akesson E.",70.0,4.0,3,"creamy, acidic, balanced",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
1932,2242,Soma,Canada,3.1915555555555555,Venezuela,"Choroni, Aragua, Finca Torres Farm",70.0,4.0,3,"nutty, cocoa",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1933,2068,Soma,Canada,3.1915555555555555,Haiti,"Pisa, Creole Gardens",70.0,3.0,3,"sweet edge, lemon, muted",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1934,1395,Somerville,United States,3.197530864197531,United States,"Hawai'i Island, Big Island",70.0,3.5,2,"intense, tannic, choco, earthy",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1935,1367,Somerville,United States,3.197530864197531,Nicaragua,Nicaragua,70.0,3.25,2,"earthy, dried fruit, complex",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1936,1936,Soul,Canada,3.3627450980392157,Madagascar,Madagascar,70.0,3.5,2,"tart, sour, basic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
1937,1936,Soul,Canada,3.3627450980392157,Venezuela,Venezuela,75.0,3.5,2,"dry, earthy, roasty",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1938,1940,Soul,Canada,3.3627450980392157,Tanzania,Tanzania,80.0,3.5,2,"sticky, mild fruit, brownie",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.205074235907952,3.2186609686609686
1939,1932,Soul,Canada,3.3627450980392157,Dominican republic,Dominican Republic,70.0,3.25,2,"few grits, sweet, cocoa",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1940,1936,Soul,Canada,3.3627450980392157,Ecuador,Ecuador,75.0,3.25,2,"dry, floral, earthy",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1941,1936,Soul,Canada,3.3627450980392157,Papua new guinea,Papua New Guinea,77.0,3.25,2,"sandy, smokey, fruit, sour",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3.205074235907952,3.223404255319149
1942,793,Spagnvola,United States,3.2069444444444444,Dominican republic,AgroCriso Plantation,75.0,3.25,4,"oily, floral",1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1943,793,Spagnvola,United States,3.2069444444444444,Dominican republic,AgroCriso Plantation,70.0,3.0,4,"oily, floral, dairy",1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1944,793,Spagnvola,United States,3.2069444444444444,Dominican republic,AgroCriso Plantation,80.0,3.0,4,"fatty, muted strawberry",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1945,1434,Spencer,Australia,3.197530864197531,Vanuatu,Malekula Island,72.0,2.75,3,"bready, sour milk, fatty",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.2484785562022997,3.223404255319149
1946,1792,Spencer,Australia,3.236046511627907,Ecuador,"Ecuador, lot E432314L",70.0,3.75,3,"floral, sandy",1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.2484785562022997,3.2241003271537623
1947,1792,Spencer,Australia,3.236046511627907,Madagascar,"Madagascar, lot M0403R",70.0,3.75,3,"powdery, cherry, astringent",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.2484785562022997,3.2186609686609686
1948,1792,Spencer,Australia,3.236046511627907,Dominican republic,"Dominican Republic, lot D82R",70.0,3.5,3,"spicy, chocolatey",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.2484785562022997,3.211668839634941
1949,1932,Spencer,United States,3.3627450980392157,Dominican republic,Dominican Republic,70.0,3.75,3,"sandy, robust, grapes, malt",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1950,1932,Spencer,United States,3.3627450980392157,Ecuador,Ecuador,70.0,3.5,3,"floral, astringent",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1951,1932,Spencer,United States,3.3627450980392157,Peru,Peru,70.0,2.75,3,"floral, earthy, burnt rubber",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1952,1057,Sprungli (Felchlin),Switzerland,3.2148876404494384,Bolivia,Alto Beni,70.0,3.0,4,"fatty, mild fruit, off note",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2241003271537623
1953,1113,SRSLY,United States,3.2148876404494384,Dominican republic,Dominican Republic,70.0,3.0,3,"unrefined, sweet, mild coffee",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1954,1121,SRSLY,United States,3.2148876404494384,Dominican republic,Dominican Republic,84.0,2.25,3,"gritty, intense coffee, metallic",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1955,1634,Starchild,United States,3.24375,Ecuador,"Bolivar, Arriba",70.0,3.0,4,"coconut, mild vanilla",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1956,1692,Starchild,United States,3.24375,Dominican republic,Hispaniola,70.0,3.0,4,"coconut, cocoa, few grits",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1957,1692,Starchild,United States,3.24375,Guatemala,Cacao Verapaz,70.0,3.0,4,"dried fruit, coconut, few grits",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1958,1692,Starchild,United States,3.24375,Nicaragua,Rio Tuma,70.0,3.0,4,"brownie, few grits, sandy",1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1959,1696,Starchild,United States,3.24375,Madagascar,Sambirano Valley,70.0,3.0,4,"red fruit, coconut",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.2186609686609686
1960,729,Stella (aka Bernrain),Switzerland,3.2712418300653594,India,India,72.0,3.25,4,"peanut butter, vanilla, artificial",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.223530513554012,3.203216374269006
1961,859,Stella (aka Bernrain),Switzerland,3.2069444444444444,Brazil,"Bahia, Agri-Forestal Plantation, 2010",68.0,2.75,4,"creamy, vanilla, moldy",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.223530513554012,3.2241003271537623
1962,1291,Stone Grindz,United States,3.197530864197531,Ecuador,"Ecuador, Midnight Dark, batch 600414",84.0,3.5,3,"floral, hints of fruit",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1963,1291,Stone Grindz,United States,3.197530864197531,Ecuador,"Ecuador, Twilght Dark, batch 500414",70.0,3.5,3,"oily surface, floral, earthy",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1964,2012,Stone Grindz,United States,3.3627450980392157,Bolivia,"Wild Bolivia, batch 260",70.0,2.5,3,"fatty, rubber, off notes",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1965,943,StRita Supreme,United States,3.2069444444444444,Philippines,"Samar, East Visayas region",75.0,2.75,4,"bland, earthy",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.203216374269006
1966,939,StRita Supreme,United States,3.2069444444444444,Philippines,"Samar, East Visayas region",65.0,2.5,4,"vanilla, sweet",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.205074235907952,3.203216374269006
1967,943,StRita Supreme,United States,3.2069444444444444,Philippines,"Samar, East Visayas region",70.0,2.5,4,"dry, sweet, vanilla(n)",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.203216374269006
1968,1157,Sublime Origins,United States,3.2148876404494384,Belize,Moho Valley,78.0,3.25,2,"intense, rich, dark berry",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1969,1157,Sublime Origins,United States,3.2148876404494384,Madagascar,Sambirano,67.0,2.75,2,"molasses, sour, astringent",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.205074235907952,3.2186609686609686
1970,1800,Summerbird,Denmark,3.236046511627907,Peru,Peru,71.0,3.0,5,"powdery, vanilla, earthy",1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.223530513554012,3.2241003271537623
1971,1800,Summerbird,Denmark,3.236046511627907,Peru,Peru,61.0,2.5,5,"sandy, sweet, vanilla",1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.223530513554012,3.2241003271537623
1972,1796,Suruca Chocolate,Venezuela,3.236046511627907,Venezuela,Venezuela,60.0,3.0,3,"sticky, sweet, nutty, roasty",1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.1836512421545726,3.2241003271537623
1973,1796,Suruca Chocolate,Venezuela,3.236046511627907,Venezuela,Venezuela,70.0,2.75,3,"sticy, nutty, roasty, off notes",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1836512421545726,3.2241003271537623
1974,1618,Svenska Kakaobolaget,Sweden,3.24375,Sri lanka,Sri Lanka,70.0,2.75,2,"ham, sour, intense",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.223530513554012,3.203216374269006
1975,2434,Svenska Kakaobolaget,Sweden,3.1333333333333333,Tanzania,"Kokoa Kamili, 2017 harvest",74.0,2.75,2,"fruit, burnt, harsh",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2186609686609686
1976,2230,Sweet Escalier,Japan,3.1915555555555555,Venezuela,Chuao,75.0,3.25,5,"acidic, cocoa, dried fruit",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.206741541366628,3.2241003271537623
1977,2234,Sweet Escalier,Japan,3.1915555555555555,Belize,Belize,70.0,3.0,5,"buttery, cheesy",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.206741541366628,3.211668839634941
1978,2242,Sweet Escalier,Japan,3.1915555555555555,Brazil,"Amazonas, Wild Cacao",70.0,3.0,5,"cardboard, cheesy",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.206741541366628,3.2241003271537623
1979,2234,Sweet Escalier,Japan,3.1915555555555555,Tanzania,Tanzania,75.0,2.75,3,"fatty, sour, off notes",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.206741541366628,3.2186609686609686
1980,2242,Sweet Escalier,Japan,3.1915555555555555,Peru,San Martin,70.0,2.5,5,"pungent, molasses, sour",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3.206741541366628,3.2241003271537623
1981,2470,Sweetness,Canada,3.256172839506173,Peru,Ucayali,68.0,3.25,3,"burnt black licorice, intense",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1982,2482,Sweetness,Canada,3.256172839506173,Papua new guinea,Papua New Guinea,73.0,3.25,3,"savory lemon, ham",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.223404255319149
1983,2474,Sweetness,Canada,3.256172839506173,Mexico,Tabasco,74.0,3.0,3,"dried fig, earthy, dirty",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1984,761,Szanto Tibor,Hungary,3.2712418300653594,Venezuela,Crudo,70.0,3.0,3,"rustic, sugar dominates",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1985,939,Szanto Tibor,Hungary,3.2069444444444444,Peru,"Ayacucho, ""El Guinacho""",70.0,3.75,3,"sweet, spicy",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1986,939,Szanto Tibor,Hungary,3.2069444444444444,Dominican republic,Santo Domingo,70.0,3.25,3,"rustic, large unground pieces",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.211668839634941
1987,939,Szanto Tibor,Hungary,3.2069444444444444,Madagascar,Millot Plantation,70.0,3.25,3,"rustic, bright fruit",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2186609686609686
1988,1185,Szanto Tibor,Hungary,3.2148876404494384,Madagascar,"Autumn, Primary Harvest, 2012",70.0,3.5,3,"light color, sandy, fruity",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2186609686609686
1989,1185,Szanto Tibor,Hungary,3.2148876404494384,Madagascar,"Spring, Secondary Harvest, 2012",70.0,3.5,3,"dark color, sandy, fruity",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2186609686609686
1990,1193,Szanto Tibor,Hungary,3.2148876404494384,Nicaragua,Cacao Blanco,70.0,3.25,3,"sour milk, hot cocoa",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.223530513554012,3.211668839634941
1991,1263,Szanto Tibor,Hungary,3.197530864197531,Cuba,Baracoa,70.0,3.75,3,"sandy, banana",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.211668839634941
1992,1263,Szanto Tibor,Hungary,3.197530864197531,Venezuela,Porcelana,70.0,3.5,3,"sandy, earthy, spice, nutty",1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1993,1704,Szanto Tibor,Hungary,3.24375,Ecuador,"Winak, Sumaco",70.0,3.75,3,"coarse, spicy cinnamon",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1994,1708,Szanto Tibor,Hungary,3.24375,Brazil,"Fazenda Sempre Firme, Bahia",70.0,3.5,3,"rustic, earthy, tea",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1995,1668,Szanto Tibor,Hungary,3.24375,Ecuador,Nacional,70.0,3.25,3,"sweet, brownie, sour",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1996,1704,Szanto Tibor,Hungary,3.24375,Cuba,Baracoa,88.0,3.25,3,"rustic, spicy, earthy",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.223530513554012,3.211668839634941
1997,1704,Szanto Tibor,Hungary,3.24375,Madagascar,Ambolikapiky,70.0,3.25,3,"sour orange, fatty",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.223530513554012,3.2186609686609686
1998,1708,Szanto Tibor,Hungary,3.24375,Vietnam,"Ben Tre, Mekong Delta",70.0,3.25,3,"smokey, mild citrus",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.223530513554012,3.203216374269006
1999,1105,Tabal,United States,3.2148876404494384,Peru,"Peru, batch 96",70.0,3.0,4,"vanilla, fatty, vegetal, mint",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3.205074235907952,3.2241003271537623
2000,1101,Tabal,United States,3.2148876404494384,Costa rica,"Costa Rica, batch 83",70.0,2.75,4,"licorice, dried fruit, burnt fuel",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
2001,1101,Tabal,United States,3.2148876404494384,Dominican republic,Dominican Republic,70.0,2.75,4,"oily, cardboard, sour",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.211668839634941
2002,1105,Tabal,United States,3.2148876404494384,Mexico,"Chiapas, Lacandon Jungle, batch 95",70.0,2.5,4,"vanilla, fuel, earthy",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.205074235907952,3.211668839634941
2003,1450,Tablette (aka Vanillabeans),Japan,3.24375,Papua new guinea,Papua,62.0,3.25,5,"creamy, smoke, ham",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.206741541366628,3.223404255319149
2004,1450,Tablette (aka Vanillabeans),Japan,3.24375,Vietnam,Vietnam,60.0,3.25,5,"vanilla, butter, caramel",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.206741541366628,3.203216374269006
2005,1450,Tablette (aka Vanillabeans),Japan,3.24375,Colombia,Colombia,70.0,3.0,5,"flat, smoke, marshmallow",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.206741541366628,3.2241003271537623
